Output Area Code,Ward name,Ward Census Code,Local Authority Name,Local Authority Code,Supergroup Code,Supergroup Name,Group Code,Group Name,Subgroup Code,Subgroup Name
E00090734,Petersfield,E05002711,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00090735,Petersfield,E05002711,Cambridge,E07000008,2,Cosmopolitans,2d,Aspiring and Affluent,2d3,EU White-Collar Workers
E00090736,Petersfield,E05002711,Cambridge,E07000008,2,Cosmopolitans,2d,Aspiring and Affluent,2d1,Urban Cultural Mix
E00090737,Petersfield,E05002711,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a1,Student Communal Living
E00090738,Petersfield,E05002711,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00090739,Petersfield,E05002711,Cambridge,E07000008,2,Cosmopolitans,2d,Aspiring and Affluent,2d3,EU White-Collar Workers
E00090740,Petersfield,E05002711,Cambridge,E07000008,3,Ethnicity Central,3a,Ethnic Family Life,3a2,Young Families and Students
E00090741,Petersfield,E05002711,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a1,Student Communal Living
E00090742,Petersfield,E05002711,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090743,Petersfield,E05002711,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090744,Petersfield,E05002711,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090745,Petersfield,E05002711,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a1,Student Communal Living
E00090746,Petersfield,E05002711,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090747,Petersfield,E05002711,Cambridge,E07000008,2,Cosmopolitans,2d,Aspiring and Affluent,2d3,EU White-Collar Workers
E00090748,Petersfield,E05002711,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090749,Petersfield,E05002711,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090750,Petersfield,E05002711,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090751,Queen Edith's,E05002712,Cambridge,E07000008,8,Hard-Pressed Living,8d,Migration and Churn,8d3,Hard-Pressed European Settlers
E00090752,Queen Edith's,E05002712,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00090753,Queen Edith's,E05002712,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b2,Communal Retirement
E00090754,Queen Edith's,E05002712,Cambridge,E07000008,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00090755,Queen Edith's,E05002712,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090756,Queen Edith's,E05002712,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090757,Queen Edith's,E05002712,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00090758,Queen Edith's,E05002712,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00090759,Queen Edith's,E05002712,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00090760,Queen Edith's,E05002712,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00090761,Queen Edith's,E05002712,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00090762,Queen Edith's,E05002712,Cambridge,E07000008,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00090763,Queen Edith's,E05002712,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00090765,Queen Edith's,E05002712,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090766,Queen Edith's,E05002712,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00090767,Queen Edith's,E05002712,Cambridge,E07000008,4,Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix
E00090768,Queen Edith's,E05002712,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090769,Queen Edith's,E05002712,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00090771,Queen Edith's,E05002712,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00090772,Queen Edith's,E05002712,Cambridge,E07000008,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00090773,Queen Edith's,E05002712,Cambridge,E07000008,4,Multicultural Metropolitans,4c,Asian Traits,4c3,Inner City Ethnic Mix
E00090774,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090775,Romsey,E05002713,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00090777,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090778,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090779,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090780,Romsey,E05002713,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00090781,Romsey,E05002713,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00090782,Romsey,E05002713,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00090783,Romsey,E05002713,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00090785,Romsey,E05002713,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00090786,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090787,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090788,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090789,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090790,Romsey,E05002713,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00090791,Romsey,E05002713,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090792,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090793,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090794,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2d,Aspiring and Affluent,2d2,Highly-Qualified Quaternary Workers
E00090795,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090796,Romsey,E05002713,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090797,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2d,Aspiring and Affluent,2d3,EU White-Collar Workers
E00090798,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090799,Romsey,E05002713,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00090800,Romsey,E05002713,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090801,Romsey,E05002713,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00090802,Trumpington,E05002714,Cambridge,E07000008,3,Ethnicity Central,3d,Aspirational Techies,3d1,New EU Tech Workers
E00090803,Trumpington,E05002714,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090804,Trumpington,E05002714,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00090805,Trumpington,E05002714,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00090806,Trumpington,E05002714,Cambridge,E07000008,3,Ethnicity Central,3d,Aspirational Techies,3d1,New EU Tech Workers
E00090808,Trumpington,E05002714,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090809,Trumpington,E05002714,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090811,Trumpington,E05002714,Cambridge,E07000008,2,Cosmopolitans,2c,Comfortable Cosmopolitans,2c1,Migrant Families
E00090813,Trumpington,E05002714,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090814,Trumpington,E05002714,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00090815,Trumpington,E05002714,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090816,Trumpington,E05002714,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090817,Trumpington,E05002714,Cambridge,E07000008,7,Constrained City Dwellers,7a,Challenged Diversity,7a2,Hampered Aspiration
E00090818,Trumpington,E05002714,Cambridge,E07000008,2,Cosmopolitans,2d,Aspiring and Affluent,2d1,Urban Cultural Mix
E00090819,Trumpington,E05002714,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00090820,Trumpington,E05002714,Cambridge,E07000008,7,Constrained City Dwellers,7a,Challenged Diversity,7a2,Hampered Aspiration
E00090821,Trumpington,E05002714,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a1,Social Renting Young Families
E00090822,Trumpington,E05002714,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00090823,Trumpington,E05002714,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090824,West Chesterton,E05002715,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090825,West Chesterton,E05002715,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090826,West Chesterton,E05002715,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00090827,West Chesterton,E05002715,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00090828,West Chesterton,E05002715,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00090829,West Chesterton,E05002715,Cambridge,E07000008,5,Urbanites,5b,Ageing Urban Living,5b1,Delayed Retirement
E00090830,West Chesterton,E05002715,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090831,West Chesterton,E05002715,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00090832,West Chesterton,E05002715,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00090833,West Chesterton,E05002715,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090834,West Chesterton,E05002715,Cambridge,E07000008,4,Multicultural Metropolitans,4a,Rented Family Living,4a2,Private Renting New Arrivals
E00090835,West Chesterton,E05002715,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090836,West Chesterton,E05002715,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090837,West Chesterton,E05002715,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00090838,West Chesterton,E05002715,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090839,West Chesterton,E05002715,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00090840,West Chesterton,E05002715,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090841,West Chesterton,E05002715,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00090842,West Chesterton,E05002715,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090843,West Chesterton,E05002715,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090844,West Chesterton,E05002715,Cambridge,E07000008,5,Urbanites,5a,Urban Professionals and Families,5a3,Families in Terraces and Flats 
E00090845,West Chesterton,E05002715,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a1,Student Communal Living
E00090846,West Chesterton,E05002715,Cambridge,E07000008,2,Cosmopolitans,2b,Inner-City Students,2b2,Multicultural Student Neighbourhoods
E00090847,West Chesterton,E05002715,Cambridge,E07000008,2,Cosmopolitans,2b,Inner-City Students,2b2,Multicultural Student Neighbourhoods
E00090848,West Chesterton,E05002715,Cambridge,E07000008,2,Cosmopolitans,2d,Aspiring and Affluent,2d3,EU White-Collar Workers
E00090849,West Chesterton,E05002715,Cambridge,E07000008,2,Cosmopolitans,2a,Students Around Campus,2a3,Students and Professionals
E00090850,West Chesterton,E05002715,Cambridge,E07000008,2,Cosmopolitans,2d,Aspiring and Affluent,2d1,Urban Cultural Mix
E00090851,West Chesterton,E05002715,Cambridge,E07000008,6,Suburbanites,6b,Semi-Detached Suburbia,6b1,Multi-Ethnic Suburbia
E00090852,West Chesterton,E05002715,Cambridge,E07000008,6,Suburbanites,6a,Suburban Achievers,6a4,Ageing in Suburbia
E00090853,Bottisham,E05002716,East Cambridgeshire,E07000009,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00090854,Bottisham,E05002716,East Cambridgeshire,E07000009,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00090855,Bottisham,E05002716,East Cambridgeshire,E07000009,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00090856,Bottisham,E05002716,East Cambridgeshire,E07000009,1,Rural Residents,1c,Ageing Rural Dwellers,1c3,Detached Rural Retirement
E00090857,Bottisham,E05002716,East Cambridgeshire,E07000009,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00090858,Bottisham,E05002716,East Cambridgeshire,E07000009,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00090859,Bottisham,E05002716,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00090860,Bottisham,E05002716,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00090861,Bottisham,E05002716,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00090862,Bottisham,E05002716,East Cambridgeshire,E07000009,5,Urbanites,5a,Urban Professionals and Families,5a1,White Professionals
E00090863,Bottisham,E05002716,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00090864,Bottisham,E05002716,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b1,Rural Life
E00090865,Bottisham,E05002716,East Cambridgeshire,E07000009,1,Rural Residents,1a,Farming Communities,1a2,Established Farming Communities
E00090866,Burwell,E05002717,East Cambridgeshire,E07000009,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00090867,Burwell,E05002717,East Cambridgeshire,E07000009,1,Rural Residents,1a,Farming Communities,1a4,Older Farming Communities
E00090868,Burwell,E05002717,East Cambridgeshire,E07000009,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
E00090869,Burwell,E05002717,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00090870,Burwell,E05002717,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00090871,Burwell,E05002717,East Cambridgeshire,E07000009,6,Suburbanites,6a,Suburban Achievers,6a1,Indian Tech Achievers
E00090872,Burwell,E05002717,East Cambridgeshire,E07000009,5,Urbanites,5a,Urban Professionals and Families,5a2,Multi-Ethnic Professionals with Families
E00090873,Burwell,E05002717,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b2,Rural White-Collar Workers
E00090874,Burwell,E05002717,East Cambridgeshire,E07000009,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00090875,Burwell,E05002717,East Cambridgeshire,E07000009,1,Rural Residents,1b,Rural Tenants,1b3,Ageing Rural Flat Tenants
E00090876,Burwell,E05002717,East Cambridgeshire,E07000009,5,Urbanites,5b,Ageing Urban Living,5b3,Self-Sufficient Retirement
E00090877,Burwell,E05002717,East Cambridgeshire,E07000009,8,Hard-Pressed Living,8a,Industrious Communities,8a1,Industrious Transitions
E00090878,Burwell,E05002717,East Cambridgeshire,E07000009,6,Suburbanites,6b,Semi-Detached Suburbia,6b2,White Suburban Communities
